rating,review
1,"""#Sully Movie Review By Myself - Best of the Best !!!#Titanic is for the Old School while #Sully for the new school !!!Nose cut when #CaptainSully replies to NTSB interrogation stating""Engineer's are not Pilot's"" !!!Another notable line - A delay is better than a disaster !!!& One more ""Brace for Impact"" !!!Mad morons sitting and questioning him stating Left #Engine was idleand working, as per simulator reports, Captain should have landed theplane @ #LaGuardiaAirport or #Teterboro Airport,When #FirstOfficer #JeffSkiles replies them this is not a video game toland as you can, It's a matter of #Life & #Death, and asked to add 35seconds to think, only then we all knew it was bullsh*t prediction &both the simulator crashed !!!Even after the crew were calling the captain when everyone wereevacuated, #Captain going till the last row to make sure none is left,taught us what truly it means to be a Captain, & Captain murmuring thenumber 155 !!!#155 Still People can't believe the #MiracleOfHudson !!!#CaptainSullenberger We #Love you, #FutureGeneration is indebted toyou, I wish all the men & women who are flying either as Pilot's orPassenger's should watch #Sully Movie !!!It was a nailbiting show pushed to the edge of the seat, This is theonly movie where surprisingly not even a single patron got up fromtheir seat until THE END !#Sully movie - A Must Watch for our generation & should be preservedfor the future generation !""It's your Captain speaking"" & Applause - Truly Unbelievable !!!#Tears, #Love, #Hugs #Lessonforthelifetime"""
8,"""Sully is a lovely biographical drama movie. They show the story ofCaptain Chelsey Sully Sullenberger and first officer Jeffery Skilessave 155 passengers by landing the plane in the Hudson River. Clint Eastwood has projected the accident brilliantly. Thetechnicalities are portrayed with perfection. Tom hanks plays Sully, heis one of the finest actors of all time. Aaron Eckhart brings a bitlightheartedness in the movie!I have now started finding better movies through www.flickstree.com. Itnot only suggests great movies to watch, it also tells where you canwatch the movie online.. Highly recommended."""
7,"""If you are planning to go to the movies and enjoy yourself, this is oneoutstanding movie. Because of the serious nature much of the glamourwas greatly reduced. Hank played his role nearly without emotion butbecause of his interpersonal skills (the real Sully) this works outperfectly. The delight and the expiration of how something comparableto this could take place was actually outstanding.Sully is an absolutetriumph.I have now started finding better movies though www.flickstree.com. Itnot only suggests great movies to watch, It also tells where you canwatch the movies online. Highly Recommended."""
7,"""The film recounts the US 1549 emergency landing on the Hudson River not in, as the First Officer Jefferey Skiles (Aaron Eckhart) cheekilypoints out  and the ensuing investigation. Sully's not so much aboutthe crash (though you get to see it in IMAX grandeur at least thrice);it is about the little-known details of the investigation launched intofinding out if Captain Sully Sullenberger (Tom Hanks in top form) couldhave done better. The filmis full of such delicious ironies. TheCaptain has saved 155 lives, but could he have saved them withoutdamage to the aircrafta fact that is of great interest to theinsurance company? Could he have avoided risking their lives in thefirst place? Captain Sully may have emerged triumphant against theCanadian geese, and the Hudson, but can his human frailties overcomethe cold computer simulations that seem to suggest that his choicewasn't the best under the circumstances? What about the irony of beingregarded as a national hero, even as an internal investigatiocch thenthreatens to countermine the achievements of a 40-year-old career? InSully's own words, ""I've flown millions during the 40 years of mycareer. But I'm going to be judged on 208 seconds."" Is Sully ""a hero ora fraud?"" A question that haunts his nightmares. www.flickstree.com notonly gave us a platform to get movie links but also gave us a platformto watch them online"""
1,"""Everyone knows the outcome. The challenge for the show is to keep theaudience's attention due to a story of an event which occurred inminutes. Well, they met and exceeded the challenge. The show capturedmy attention through the entire length. The did an excellent job ofbreaking apart the scenes in a sequence that flowed together well. Irecommending seeing this show. Make sure you see it in the new XDsound. It is about time they make a movie about a real living hero,such as CPT Sully!Your review does not contain enough lines - the minimum length forreviews is 10 lines of text. This is stupid. Why do I have to have 10lines???"""
8,"""First off, it's hard to go wrong with the combo of Tom Hanks and ClintEastwood. Hanks was great as usual and Eastwood very rarely fails todirect a good movie. I thought the movie was very well structured as itwent between present and past. The landing scenes were quite nervewracking and emotions ran high with all the survivors after they weresaved. Hanks shows us how tough this was for a low key man like Sully,having to endure the questioning and the huge responsibility of beingthe hero. I felt that though only a little more than 90 minutes, itstill had filler that it could have done without, such as Sully in hisyoung days. I know it showed his love of flying but just didn't seem toclick with me. Still, it's well worth seeing and another fine additionto Hanks and Eastwood's filmography."""
8,"""Clint Eastwood and Tom Hanks throws the first punches in the 2016 Oscarbattle with this very good drama about hero pilot Chesley ""Sully""Sullenberger who successfully landed his US Airways plane in the Hudsonriver after both engines were taken out by birds.Professionally and economically directed by Eastwood, this film focuseson the NTSB investigation into the landing and could Sully have flownthe plane to a nearby airport?The answer is never really in doubt as we all know what happened andEastwood casts ""Mr. Trustworthy"" Tom Hanks in the title role, so whenthe NTSB questions Sully's instincts and decisions, Hanks/Sullyresponds that he KNEW he did the right thing, we - as the audience -never doubt him as well.This movie shows a director and an actor in lockstep with each otherand both showing that they ""still have it"". Let's start with Hanks (andthe other actors). The whole cast is excellent. Hanks, of course, takesus along for the ride and he says more with a look of determination anda squint of his eye than most actors can with a thousand words andgestures. His Sullenberg is a real human being, with doubts andtroubles, but strong and in command. Hanks is ably assisted by AaronEckhardt as co-pilot Jeff Skiles. To be honest, I find Eckhardt'sacting to be pedestrian - not bad, not great, pretty middle of the road- but he is as good as I have seen him in this role. I think it isbecause he has to elevate his game in riding side saddle to Hanks, andstep up he does. Laura Linney (as Sully's wife) and Holt McCallany (asSully and Skiles Union Rep) also give strong, solid performances. Onlythe trio of NTSB investigators - Mike O'Malley, Anna Gunn and JamieSheridan - fair poorly, but I think that is because the script reallydraws them with heavy, villainous lines - lines that need to be drawnto give the film some dramatic tension - but lines that do turn thesethree into caricatures, not human beings.But that small quibble can be forgiven because of the solid,workmanlike direction of Eastwood. This movie is short, compact andsolid - nary a scene too long or extraneous word of dialogue in thefilm. Eastwood, wisely, knows that the tension in this film is NOTwhether or net Sully is cleared by the NTSB, but by the 208 seconds ofthe flight from the bird strike to landing and Eastwood films this sowell and so precisely that I was glued to my seat, even though I knewwhat happened and how it ended. For good measure, Eastwood goes throughthat 208 seconds a 2nd time and I was just as glued to my seat thattime as well!A strong effort from Eastwood and Hanks, one that you will enjoyviewing.8 (out of 10) stars and you can take that to the Bank (of Marquis)"""
8,"""Sully (2016): Dir: Clint Eastwood / Cast: Tom Hanks, Aaron Eckhart,Laura Linney, Anna Gunn, Ann Cusack: Chesler ""Sully"" Sullenberger isnow famous for landing a plane in the Hudson after a flock of geesecollided the engines. He is seen as a hero to the 100 percent survivingpassengers yet placed under scrutiny by the powers that be who questionwhether he made the proper choice of action. He was a family man whowas devoted to flying but is not prepared for the media frenzy thatfollows. This brings the first time collaboration of director ClintEastwood and star Tom Hanks. Eastwood focuses on the frenzy and thereactions of both sides. One major drawback is the over the topreactions of those who view Sully as a hero. He is hugged, kissed,worshipped, and it is all pathetically corny. Hanks effectively bringsout the exhausted state of Sully's being as he becomes more unsure ofhimself. Aaron Eckhart plays his supportive co-pilot Jeff Skiles whofeels victimized by the whole investigation. Laura Linney plays Sully'swife whose daily routine wait for her husband becomes an event on thelocal news. Other characters are cardboard with some performances goinginto overacting. Eastwood has tackled true accounts before and herepresents an impressive vision of a plane landing in the Hudson throughflashbacks. Sully's integrity is questioned but those who was thereview him as a heroic man of action. Score: 8 ½ / 10 / Writing: 100% /Themes: 66% / Acting: 60% / Directing: 100% / Visual: 100%"""
7,"""A every day guy doing his job turns into a hero. Sounds like a FrankCapra movie not a Clint Eastwood movie. You'll know it's an Eastmanmovie by the limited note score.Tom Hanks gives a spot on performance and makes this movie work. If youare from another planet you may not know about the ""miracle on theHudson"". Mostly everyone else knows how this is going to come out.Basically 155 people survived the water landing or crash depending onyou perspective. If you liked the water landing or plane crashes youget to see it a few times. Even the over end credits are over theactual plane in the river. There is a end of credits segment that isvery effective with the actual passengers identifying their seatnumbers.In spite of very few surprises because you know the story it ispresented in a very watchable movie. It's looks good on the big screenand should be enjoyed in a theater environment. Head up stay up."""
8,"""Many people remember, or have at least heard of, the ""Miracle on theHudson"", the 2009 landing of a disabled passenger jet on the HudsonRiver by Captain Chesley ""Sully"" Sullenberger, resulting in thesurvival of all of the plane's passengers and crew. But how much do wereally know about the incident? In most cases, probably not much morethan what was in that first sentence. That's what makes the story sucha great idea for a movie. With Todd Komarnicki's adaptation ofSullenburger's 2009 memoir ""Highest Duty"" as their guide, directorClint Eastwood and star Tom Hanks bring us the behind-the-scenes storyof this incredible water landing and its aftermath in the drama ""Sully""(PG-13, 1:35).The film opens with a plane crash scene. It's a literal nightmare ofCaptain Sullenberger (Hanks), who is haunted by his experience oflanding his airliner on the Hudson River  and what might have happenedif things had gone differently. Different scenarios play out in Sully'shead as he sleeps  and also while he's awake, forced to relive theincident by NTSB investigators. Their questions and the facts about the""crash"" (as they call it, ""forced water landing"", as Sully calls it)lead Sully to second-guess himself and his actions, even as he is beinghailed in the media and in person as a hero and he is beingwholeheartedly supported by his wife, Lorraine Sullenberger (LauraLinney), via telephone from their California home.As the investigators (played by Mike O'Malley, Jamey Sheridan and AnnaGunn) repeatedly interview Sully and his co-pilot, Jeff Skiles (AaronEckhart), we hear information and arguments which will make most MovieFans question whether Sully made the right call and whether he reallyis a hero. As Sully alternately struggles with those same issues andreaffirms his version of events for the skeptical investigators, wealso see that short flight reenacted, from different perspectives andwith more and more of the story coming to light. We also get a taste ofthe media frenzy which surrounded Sully and his family, and seeflashback scenes of Sully's earlier experiences flying as a teenagerand in the military.The combination of the vast movie-making experience of Eastwood(directing his 35th feature) and Hanks (with over 30 years' worth offilms on his resume) has resulted in an interesting and well-conceivedtelling of Sully's experiences. Much like the NTSB investigation at thecenter of the story, the film uses what most of us didn't know aboutthe ""Miracle on the Hudson"" to dramatic effect, telling the untoldstory as if peeling back the layers of an onion. Besides a morecomplete picture of this incredible incident (and another reminder ofhow talented Eastwood and Hanks are), the film also gives us a subtlebut profound reminder that there is, and never will be, a substitutefor human experience, intuition and guts. ""Sully"" may not be athrill-a-minute movie, but it uses every one of its 95 minutes verywell. ""A-"""""
9,"""I had no idea all of these examinations of the competence, judgmentsand decisions of Sully were taking place behind the scenes as weregular folk out here were totally accepting of his heroicaccomplishment. Wow! Knowing that he had so much more to endure afterthe fact was absolutely fascinating. Again incredible kudos to ClintEastwood for another amazing film. The realism and authenticity ofvirtually every frame was awe inspiring. I felt like I was there forthe original experience. I guess we should expect nothing less thanthat from an Oscar winning director like Eastwood, but to do it timeand time again is remarkable."""
8,"""A refreshingly traditional true life tale directed by a traditionallyold school director, Sully has delivered Clint Eastwood his best filmin a number of years after a string of disappointments in the form offilms like Hereafter, J.Edgar and Invictus while the financiallysuccessful American Sniper was far from Eastwood's best and it's anaudience pleasing experience that will likely see it play some type ofpart in next year's Academy Awards.Taking a look at both the happenings and closely followed aftermath ofthe Miracle On The Hudson that saw pilot Chesley ""Sully"" Sullenbergerand his co-pilot Jeff Skiles land an American Airlines flight with 155passengers on board on New York's Hudson river after a flock of birdscaused engine failures on the plane, Eastwood has within this tale ofhuman courage and lifesaving actions found a vehicle to not onlyshowcase an incredible tale of survival but a thrilling experience thatwill have you holding onto your cinema seat with a vice like grip.The initial trailers for Sully barely scratched the surface of theability Eastwood has enacted upon here as we are thrust between thefateful flight and Sully's fight to prove his decision was warrantedand the actual incident itself that is shown in numerous forms over thefilms 90 minute run time, each time offering us another point of viewto the occurrence on January 15th 2009. These scenes are Sully's bestand some of the most gripping scenes Eastwood has ever directed andwhile the outings outside of the doomed flight might not work to thesame level, Eastwood balances out the thrills with heart in outstandingfashion that often allows fellow veteran of the industry Tom Hanks timeto shine as well.Whilst appearing in great thrillers like Captain Philips and lastyear's magnificent Bridge of Spies, Hanks has had a rather topsy-turveydecade or so with his projects that has seen some fairly forgettableexperiences like Ithaca and Larry Crowne, but Sully provides theesteemed actor with a low-key yet worthy character that he makes hisown.Ably supported by his off-sider Aaron Eckhart as co-pilot Jeff Skiles,Hanks does some of his very best work as Captain Sully, who quicklybecomes a likable and relatable figure who after years of fine work inthe cockpit had to make a life and death decision in mere minutes thatfor various reasons become a scrutinised and publicly huge event. Itwould not be at all surprising to see Hanks figure as a major part ofSully's awards campaign.While it may be to slight for some and sections of the film veersomewhat towards the over dramatic (including a script that could'vedone with a little extra polish), Sully feels like a the type of bigHollywood film this year's movie event calendar has been sadly bereftof and marks another career win for the evergreen Eastwood and Hankswho here get to show the upstarts how a big budgeted drama is done,both in a set piece and storytelling point of view.4 Gran Torino billboards out of 5"""
9,"""Who else to pick to play US Airlines hero pilot Sullivan other than TomHanks, the theatrical Everyman of our generation? Henry Fonda did thissort of thing when I was a kid, but I was never a big Fonda guy. Hanksis fine as the modest but competent pilot excelling under extremepressure. This was a short movie, and rightfully so. The real drama isin the reenactment of the forced water landing (don't use the ""c"" word)which takes all of about 3 minutes in real time. But don't be surprisedwhen you don't see all the excitement up front. The screenplay,artfully done, doles out the thrills throughout the movie. So Hanks andEckhart are great as the pilots, the persons playing the NTSB officialsinvestigating the near-crash do a nice job although their attitude is alittle over the top. Even before reading a recent article about NTSBresponse to the movie, I was wondering if the NTSB's attitude was a bitoverplayed. This movie needed a couple of important lines to expressNTSB concern, including ""we are mandated to look at everything when aforced landing occurs, and discount the possibility of pilot error"";along with ""landing on the Hudson is a last choice, we have to fullyexplore whether the plane could have returned safely to the airport"".You don't get quite enough of that here. There is a difference betweena complete and thorough investigation and a witch-hunt; and we need tolook at possible pilot error not just for evaluating the pilots inquestion but as a learning experience for all pilots going forward. Butthe movie as it is plays out nicely, all the bells and whistles areout, and the scenes through the credits of the actual pilot andpassengers were much appreciated."""
1,"""This is a great movie. It's about a regular working-class guy who doessomething heroic. The movie is also about New York City. It showcasesNew York City at its best. Sully is the kind of movie that is so goodthat it can't help but put you in a good mood, and make you believethat decent, caring people are still out there. A pilot is flying aplane and when confronted with impending disaster maintains hisself-control resulting in a lot of lives being saved. Yet, what makesthe movie even more enjoyable are the qualities of the hero himself -modest, caring, loyal, and professional. The movie manages to make youcare about him as a person and in the process come to appreciate who heis and what he did. Tom Hanks warrants accolades for his fineperformance has Chessley Sullenberger. The rest of the cast isexcellent too. But as the title indicates, the story centers around oneman who showed the world true heroism in the fullest sense of theworld."""
1,"""The movie was very accurate especially with the Quick ReferenceHandbook. A lot of aviation movie like Left Behind are inaccurateespecially when a person who knows airplanes very well to watch. Thealarms and accurate, the cockpit was accurate, the Enchanced GroundProxity Warning System was accurate. There are humors here and there,but it is very very easy to understand the movie if you know a lotabout aviation. But overall, everyone should be able to understand theplot or movie unless you have completely no idea what happened to USair1549. Beware that they might be some misunderstanding parts in themovie but in the end you will still understand the movie well. I adviseto anyone who flies or loves aviation to watch this film cause it isprobably going to be the most accurate movie you ever gonna watch."""
9,"""SULLY (2016) *** 1/2 Tom Hanks, Aaron Eckhart, Laura Linney, MikeO'Malley, Anna Gunn, Jamey Sheridan, Valerie Mahaffey, Jeff Kober,Chris Bauer, Ann Cusack, Molly Hagan, Jeffrey Nordling, MichaelRapaport. Well produced biopic about the true-life event involvingcommercial pilot Chesley 'Sully"" Sullenberg (Hanks in another flawless,low-key turn) who managed to safely land his US Airways plane onto theHudson River in 2009 saving all aboard and avoiding a catastrophe inthe process. While the screenplay by Todd Komarnicki - based on Sully'sbook with Jeffrey Zaslow - is streamlined to a fault, director ClintEastwood's economic, lean and straightforward helmsmanship is notunlike his protagonist's own accord - clear-eyed and on-target. Heroescome in all shapes and sizes and universally recognized are the oneswho like Sully was completely in control in an out of control scenariowith not one iota of ego nor aftermath accepting the mantle without thehubris accompanying it. Hats off to the visual effects team forrecreating the historic event with grand efficiency."""
8,"""It's no surprise when one steps into a cinema to catch Tom Hanks'performance, it will be nothing short of brilliant.No one can play an ordinary hero like he does! His rendition of the shy& quiet Sully was heart warming. He was understated and compelling!Same goes to his supporting cast members Aaron Eckhart & Laura Linney.Clint Eastwood doesn't disappoint in bringing us a very human cinema.It wasn't over dramatized, no loud and unnecessary music score todistract from the story.I loved the non- linear fashion of story telling starting post crash torecollections that follows throughout. One really gets a sense of what'Sully' went through with the media chaos and investigation that ensuedpost his successful yet in many ways haunting experience.And all this fit into a crisp 96 minutes was absolutely brilliant! nolags, no exaggerations; kudos to Mr. Eastwood & the editing team."""
8,"""MINOR SPOILERSWhen most people hear the name Captain Sully, they probably think""hero"", but ask him, or his family, and they'd describe him as aregular man. This film delves into his true feelings after the flight,and shows that for as much as he did for those people, he still felt asif he didn't deserve his praise. He felt that maybe the lawyers he wasfighting against were right, and he actually endangered the people onthat plane.We see that before the flight, Sully has has nightmares of almost thesame thing happening before, but in those dreams, he crashes intobuildings and dies, bringing many of the people on board with him. Heconstantly fears this loss of control in his plane, since it seems itis all he can truly control in his life. What does he say just beforethe engines go out in the real life incident? ""Life is better in theair"". He has probably thought about this many times, and this isprobably why he maintains such a calm attitude about it as it ishappening, as we see when we see the crash from the pilots' point ofview. But still, he doesn't want the fame, because part of him feels hedoesn't deserve it, no matter what everyone tells him. There is a greatshot of Sully jogging through the streets, as his shadow grows in thesmoke in front of him, and news reports of the crash can be heard inthe background, showing Sully running from this false image of himselfportrayed in the media.The film's structure revolves around his life after the flight, and hisstruggles with an insurance company working for the plane that waslanded into the river. There are many flashbacks and flash forwards,and we are able to see Sully as who he is: A man. We also get to seethe crash from first the point of view of the passengers, then thepilots. Some of the passengers are introduced swiftly to us, as thecamera glides from person to person, getting us to care just enough foreach one. Despite already knowing exactly what happens, these scenes ofthe planes crash are very intense. Since we know these people now, itis nerve wracking to see them put into such a near death experience.The camera gets shakier than usual, and you can tell the people don'tthink they are going to make it out alive. This makes it all the morealarming when we see how calm and collected Captain Sully is throughall of this. Also, for a film that should be inherently predictable, itsomehow remains unpredictable, specifically during the human flightsimulations.In the end, we realize that we place all of the credit for everyonecoming out OK on Sully, but in truth, it was everyone involved. If oneperson simply hadn't done their job, one person or more could've died.This includes the passengers, if they hadn't been smart, and stayedrelatively calm while listening to what they were told to do, theywould be dead. It was a miracle across the board that everyone turnedout alright."""
8,"""Tom Hanks and Clint Eastwood. What a winning combination. Hanks asusual, is Hanksian. Clint is of course, the Man With No Name. Togetherthey give us the audience, a PG-13 version of 2012's Flight minus thenotions of alcoholism and vapid drug use. Their film is titled Sullyand excitedly, it is my latest review.Sully starts out mid-plot, starts out as non-linear, and feels a littledraggy (no pun intended). It then turns to aviation while switchinginto high gear. So far it is one of this year's best films, a harrowingtechnical achievement, a fascinating recreation of events in theweakest of our economic times.Now unless you've been living in a cave for the last seven years, you'dknow that Sully is based on a true story. Director Eastwood puts forththe behind the scenes stuff, the info you didn't get even though youmight have watched all the news coverage back in January of 2009. Soyeah, you probably know Sully's premise (a US Airways flight lands inthe Hudson River), you probably know its outcome (155 passengerssurvive), and yes, you probably know the protagonist's fate (Chesley""Sully"" Sullenberger is a hero, duh). It doesn't matter though. You'restill riveted for much of the way.In terms of overseeing the vision and being faithful to Sully's fact-based material, well Clint Eastwood looks more and more like an aginggenius everyday. He shoots this flick with a sense of lewd craft, asense of realism, and a numbing sense of profound proficiency. He putsyou the moviegoer, right in the middle of ""The Miracle on the Hudson""(and I mean literally in the middle of it). You wonder how he was ableto re-imagine two plane landing sequences (from two different points ofview) with such authenticity, such panache. It's powerful stuff whetheryou figure it out or not. Also in Sully, he effectively includes scenesof aircraft simulation that are part of Sullenberger's character'spublic hearing. Again he's adroit and seamlessly technological. He'sthat kind of filmmaker.Add the veritable Tom Hanks as the essential everyman playing ChesleySullenberger (Sullenberger is a more upper echelon everyman but stillan everyman) and you have a total winner with Sully. Yup, I plan onseeing it again. Rating: 3 and a half stars."""
8,"""Fall movie season kicks off with the extraordinary recounting of thetrue event known as the Miracle on the Hudson. Sully recounts the waterlanding through flashbacks and memories of Captain Chesley 'Sully'Sullenberger (Tom Hanks). Clint Eastwood directs this surprisinglyentertaining and emotionally movie film that will be tough competitionas we transfer into Oscar territory. Hanks is brilliant as the calm,yet self-doubting pilot, and gives Sully a charisma that this Americanhero deserves, especially in such troubling times.The visuals of the plan soaring over New York City with two enginessmoking. Eastwood puts audiences on the plane or as pedestrianonlookers as the plane declines reminding everyone of the tragic eventsthat happened nearly 8 years before. The timing of the release seemsplanned to pull at the heartstrings of American audiences and help usrealize the disaster that was avoided because of the quick thinking ofthe captain and the emergency crews in New York.I was unsure of how this movie would fill two hours and though it is alittle shorter than usual awards bait, every scene is important and atno point was I bored and found myself blinking away tears or on theedge of my seat for plenty of scenes throughout. The hearings pitcomputers versus man and Sullenberger is unyielding in his certaintythat he made the right decision, at least in public though he showsdoubts in his conversations with his wife, Lorraine Sullenberger (LauraLinney).Check out more of this review and others at swilliky.com"""
8,"""I will say that i did wonder how the heroic story of captain chelseyscullenberg accomplishing the impossible by safely landing the plane hewas piloting into the Hudson river on January 15th 2009. While themovie did remind me of the 2012 film flight in which botn characterswere forced to do the impossible by landing the plane safely againstimpossible odds. I will say tom hanks did a great job in the titlerole, since scully is not certain if he considers himself a hero butrather someone doing his job. It is also rather coincidental how thefilm was released 2 days before the 15th anniversary of 9/11 but thefilm shows how people can come together"""
1,"""Clint Eastwood and Tom Hanks do it again. An account of what happenedon that heroic day in January 2009. Tom Hanks as Captain Sully recountthe events that led to that heroic landing on the Hudson River. Aninvestigation ensues and it boils down to computer simulations vs.human reaction and emotion. Always some agency trying to capitalize onsomeone's judgment, even if heroic.I highly recommend this masterpiece of film making and a bit of ahistory lesson here and something positive for New York City, since9/11. At just over an hour an a half in length, it makes for a perfectnight out at the movies. Oh btw, ignore that child-like, immature review by ""Turn Your WeaponsTo Snow"", giving this film a ""one"".This film and masterpiece is a well-deserved 10/10."""
7,"""Sully is based on what has popularly become known as the ""Miracle onthe Hudson"". For those in need of a refresher, on January 15, 2009,flight 1549 from New York City's LaGuardia airport to Charlotte, hit aflock of birds during its ascent, losing both of its engines. Findinglittle recourse, pilot Captain Chesley ""Sully"" Sullenberger and FirstOfficer Jeffrey Skiles made the fateful decision to make an emergencywater landing. They glided their A320 Airbus into the frigid waters ofthe Hudson River. There were 5 serious injuries but thankfully all 155passengers survived. Sully for his efforts was treated to a heroeswelcome.Much like the protagonist, the film is a lean, workman-like movie thatdoes it job, and does it amicably. The narrative bounces between POVrecollections of the crash and the immediate aftermath which includesSully (Hanks) and the rest of the crew shuttled between investigationsand press junkets. To up the psychological stakes, Sully is coercedinto second guessing himself by a National Transportation Safety Boardinvestigation (which act as the default bad guys) all while exhibitinglight symptoms of PTSD.Tom Hanks as our hero is yet again stellar playing a similar riff offthe Captain Phillips (2013) playbook. At this point, the man playingpersonable everyday heroes has made him a movie genre onto himself.He's not so much a born madcap swashbuckler but rather a working stiffwho always seems to be at the wrong place at the right time and relieson training and a breadth of experience to carry him through. As Sully,his inner turmoil as a guy more-or-less being blamed for doing theright thing, feels frightfully real.Director Clint Eastwood seems to take particular relish in conveyingstories of this nature. Sully is a pulse-pounding story of a red-blooded modern American hero. One who became lionized for doing hisjob. Yet instead of gravitating towards the limelight, Sullenbergerhumbly accepted his newfound hero pilot status while quietly butassuredly backing up his decision-making. Likewise the film doesn'ttake victory laps or pounds its chest like some other Clint Eastwooddirected film I can think of. Instead it lets the smart editing, clearand concise camera-work and nuts-and-bolts directing speak for itself.Unfortunately being a film resembling the clever terseness of JoeFriday can be a double-edged sword. Since it doesn't reach for thedramatic acme of Mystic River (2003) or the mythic majesty ofUnforgiven (1992), Sully does have the propensity to feel second- rate.Additionally the NTSB board push-back, which pits the gutsy pilotagainst simulations, reeks less of John Henry populism and more of aveiled criticism of egg-heads and their darn computers. I suppose mostfilms should have a villain and including Anna Gunn as the silentlycondescending adult in the room is a stroke of genius. But Sully'svisions mixed with the largely unspoken but always present specter of9/11 should have been enough to convey the stakes were plenty high onJanuary 15, 2009.Sully is a taut, well made B-movie that is occasionally tense andalways interesting. While it never reaches as high as it arguablyshould, it nevertheless makes for a fun time at the movies. The filmends with the real Captain Sully walking up to the plane fuselage whichsits at the Aviation Museum in Charlotte, North Carolina. He embraces abunch of real 1549 passengers while centered on the screen and lightedlike a canonized saint. Any other true-life character I'd say Clint'slaying it on a bit thick, but this time I think I'll let it slide."""
8,"""Clint Eastwood comes back to our screens two years after AmericanSniper to tell us another American story. This time is the true storyof the US Airways flight 1549, which, on February 15, 2009, was forcedto land in the Hudson River after hitting several birds in the act oftaking off from New York's LaGuardia Airport. The movie is centered on the figure of the captain, Chesley ""Sully""Sullenberger, the hero that saved everyone on that plane by taking thedecision and then executing a bold water landing. In the movie, we gothrough the investigation of the accident and the struggles thatcaptain Sully faced during that period. The hero is then haunted bydoubts about himself and by the perspective of losing his pension after40 years of service. Telling a true story on screen is always tricky, but Sully deliverswith power every emotion, overcoming the fact that the viewer alreadyknows the outcome of the story. I've enjoyed the movie, I felt a widespectrum of emotions and it feels authentic. The actors are amazing andvery well directed, the dialogues are powerful, and Aaron Eckhartshould be forced to keep that glorious mustache till the end of time.Moreover, the narration of the events is very well designed, not givingus the scenes of big visual impact right away, but rather delivered,one bit at a time, in different moments of the movie. The only flaw of the movie itself is a piece of dialogue that gave mynerves. It appears to me that the old Clint wants to remind the viewersthat something else about planes crashing on New York happened in therecent past. Therefore, starting from the very first scene, we findimages of how worse that accident could have been. At first, Itolerated the choice, since it is fitting with a PSTD of the pilot.Moreover, it could be the way of the director to say ""everyone willthink about 9/11 anyway, just ride the elephant in the room"" (althoughI'm not sure about the first part and we will never know now). I ranout of tolerance when the issue was explicitly addressed with a phraselike ""It has been a while since New York had good news, especiallyinvolving planes"" (not a literal transposition). I found itinappropriate and it doesn't fit well in the movie.Besides that, it is a very well executed movie, I fully recommend itbecause it is a good way to spend a couple of hours.At last, I would like to address a message that the movie made me feeland to which I disagree with. The method used to represent theinvestigation, as well as the people whose duty is to establish whatwent wrong and who is responsible, made me take a stand against theinvestigation itself. This is simply a wrong message to deliver. Insuch accidents, the investigation is mandatory because you have also todecide if giving or not to the pilot (or the plane) theresponsibilities for other human lives. It is true that the struggleand the self-analysis of the main character are saying that he trustthe necessity of such investigation. However, from the choice of theactors (that always interpret annoying characters) to the dialogues,the feeling is that the investigators are the bad guys. I think this issimply the wrong message and I don't think that an expert director likeClint Eastwood did that by accident."""
NA,"""Tom Hanks (SULLY) vs Denzel Washington (FLIGHT) One's a sullen, theother's a drunk...yeah right.Both are heroes, naturally, but only one prevails..A hero does not sulk, but Sully is but an exception? Cool guys areaplenty, but Tom Hanks is way cooler...Kick-ass awesome cool moves whenever Forrest Gump act$ Love 'em allthose Tom Hank films y'all nope yours truly! Perhaps two heroes shouldwork together (i.e. collaboration) It would be quite interesting to seethem both together YEE-HA Or maybe there is just too much BIG male egoon such a small SET"""
5,"""First of all IMAX is OK but don't rush to one if your nearest theaterdoesn't have it...there's many close ups and details that are hard tosee. Maybe I've seen too much of Tom Hanks, since Apollo 13, this heroismseems a bit dated but works in this film as obligatory as possiblegiven the ""big event"" that this film envelops. Not very believable thatSully would have gotten any amount of the negative drama from hisfamily or others for such an effort but must've been necessary for thisto be more of a drama than a documentary, which would've been morepreferred. I would rather have watched this one at home since thefamiliarity of the story and the usual actors seem more appropriate forthe smaller, more intimate setting of a home theater.After you get out of the cockpit it's all waiting for the event withnifty flashbacks and second guesses as any well crafted airplaneadventure film can bring.CGI efforts are well within place as well as a decent score soattention is easily made to this work.I doubt I'd seen it in a theater for what it is, but if you have to getout of he house I can think of many worse films to avoid than this one."""
