Class,From,Subject,Message
med," jperkski@kentcomm.uucp (Jim Perkowski)"," Re: jiggers","In article <1ppae1$bt0@bigboote.WPI.EDU> susan@wpi.WPI.EDU (susan) writes: > a friend of mine has a very severe cause of jiggers - > for over a year now - they cause him a lot of pain. > > i recently read (i don't know where) about a possible > cure for jiggers.  does anyone have any information on > this?  i can't remember the name of the treatment, or > where i read it. >  I'll probably get flamed for this, but when I was a kid we would go to my uncles cabin on Middle Bass Island on Lake Erie. We always came home with a nasty case of jiggers (large red bumps where the buggers had burrowed into the skin). My mother would paint the bumps with clear finger nail polish. This was repeated daily for about a week or so. The application of the polish is supposed to suffocate them as it seals of the skin. All I can say is it worked for us. One word of caution though. Putting finger nail polish on a jigger bite stings like hell.  (If I do get flamed for this just put jam in my pockets and call me toast.:)  -- _______________________________________________________________________________ kentcomm!jperkski@aldhfn.akron.oh.us (and) kentcomm!jperkski@legend.akron.oh.us  NA NA NA NA NA NA NA"
med," rog@cdc.hp.com (Roger Haaheim)"," Re: sex problem.","larry silverberg (ls8139@albnyvms.bitnet) wrote: > Hello out there,  > She suggested we go to a sex counselor, but I really don't want to (just yet).  Interesting.  Does she know you have placed this info request on the net for the world to see?  If not, how do you think she would react if she found out?  Why would you accept the advice of unknown entities rather than a counselor?  > Any suggestions would be appreciated.  See the counselor.  Well, you asked. NA NA NA NA NA NA NA NA"
med," news&aio.jsc.nasa.gov (USENET News System)"," Re: Oily skin - problem?","In article <1993Apr5.044140.1@vaxc.stevens-tech.edu>, u92_hwong@vaxc.stevens-tech.edu writes: >  > Hi there, >  > 	I have a very oily skin.  My problem is when I wash my face, it becomes > oily in half an hour.  Especially in the nose region.  Is this an illness?  How > can I prevent it from occuring in such short time?  Is there a cleanser out > there that will do a better job -- that is after cleaning, my face won't become > oily in such a short time. >  > 	Thank you for any suggestion. >  >if this is a disease, everyone should have it.  My skin has always been oily - i used to say  if i were hot enough, you could fry an egg on my oily face . i am now 50 yrs old and my skin looks younger (i'm told) than some people's skin at 30 (it's still oily).  i have only a very few tiny wrinkles.  Thank your lucky stars for that skin.  NA NA NA NA NA NA NA"
med," jec@watson.ibm.com"," Contraceptive pill","A very simple question : it seems to me that the contraceptive pill just prevents the ovule to nest in the vagina and forces it to fall every month. But it does not prevent the fertilzation of the  ovule. Is it true ? If yes, is there a risk of extra-uterine pregnancy, that is the development of the ovule inside the Fallopian tube ?  J.Cherbonnier jec@zurich.ibm.com NA NA NA NA NA NA NA NA"
med," bmdelane@quads.uchicago.edu (brian manning delaney)"," Brain Tumor Treatment (thanks)","There were a few people who responded to my request for info on treatment for astrocytomas through email, whom I couldn't thank directly because of mail-bouncing probs (Sean, Debra, and Sharon).  So I thought I'd publicly thank everyone.  Thanks!   (I'm sure glad I accidentally hit  rn  instead of  rm  when I was trying to delete a file last September.  Hmmm... 'News?' What's this? ....)  -Brian NA NA NA NA NA NA"
med," kaminski@netcom.com (Peter Kaminski)"," Re: What about sci.med.chemistry","In <julkunen.734086202@messi.uku.fi> julkunen@messi.uku.fi (Antero Julkunen) writes:  >There is this newsgroup sci.med.physics and there has been quite a lot >discussion in this group about many chemical items e.g. prolactin >cholesterol, TSH etc. Should there also be a newsgroup sci.med.chemistry?  It's got potential.  Instead of *.chemistry, how about splitting the classification into *.biochemistry (which are probably the topics you're thinking of) and *.pharmaceutical (which otherwise might end up in *.(bio)chemistry)?  (This is separate from the issue of whether there is sufficient potential news volume to support either or both groups.)  I'll add 'em to my medical/health newsgroup wish list (which I'm looking forward to posting and discussing -- but not for another 10 days or so).  Pete NA NA NA NA NA NA"
med," shafer@rigel.dfrf.nasa.gov (Mary Shafer)"," Re: Inner Ear Problems from Too Much Flying?","On 5 Apr 93 23:27:26 GMT, vida@mdavcr.mda.ca (Vida Morkunas) said:  Vida> Can one develop inner-ear problems from too much flying?  I hear Vida> that pilots and steward/esses have a limit as to the maximum Vida> number of flying hours -- what are these limits?  What are the Vida> main problems associated with too many long-haul (over 4 hours) Vida> trips?  The crew rest requirements are to prevent undue fatigue.  The cockpit crew (pilot) limits are somewhat more stringent than the cabin crew limits for this reason.  Crew rest requirements address amount of time on duty plus rest time.  A tired crew is an accident-prone crew.  The only limits I know of for inner-ear problems are in military aircraft, which are frequently unpressurized or less reliably pressurized.  Not being able to clear the ears renders aircrew members DNIF (duties not involving flying) or grounded until the ears clear.  Flying can accentuate problems if ears don't clear.  If you don't have big pressure changes, you may not know that you've got a problem.  But if you zip up to 5,000 or 6,000 ft (the usual cabin altitude in an airliner) and then back down to sea level, you may discover a problem. Ears don't clear readily because of allergies, colds, infections, and anatomical problems.  The last won't change; the first three can. Medication (decongestants or antihistimines, usually) can help. Chewing gum, sucking hard candy (or a bottle for babies), yawning--these will help all four causes.   -- Mary Shafer  DoD #0362 KotFR NASA Dryden Flight Research Facility, Edwards, CA shafer@rigel.dfrf.nasa.gov                    Of course I don't speak for NASA   A MiG at your six is better than no MiG at all.   Unknown US fighter pilot NA NA NA NA NA NA NA"
med," kxgst1@pitt.edu (Kenneth Gilbert)"," Re: Contraceptive pill","jec@watson.ibm.com wrote: : A very simple question : it seems to me that the contraceptive : pill just prevents the ovule to nest in the vagina and forces it to : fall every month. But it does not prevent the fertilzation of the  : ovule. Is it true ? If yes, is there a risk of extra-uterine : pregnancy, that is the development of the ovule inside the Fallopian : tube ?  Actually that is not how the pill works, but it *is* how the IUD works. The oral contraceptive pill actually *prevents* ovulation from occuring by providing negatve feedback to the pituitary gland, and thus preventing the LH surge that normally occurs at the time of ovulation.  With the IUD what happens is that fertilization may occur, but the device prevents implantation within the wall of the uterus (*not* the vagina).  -- =-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-|-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-= =  Kenneth Gilbert              __|__        University of Pittsburgh   = =  General Internal Medicine      |       ...dammit, not a programmer!  = =-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-|-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-= NA NA NA NA NA NA"
med," bytor@cruzio.santa-cruz.ca.us"," Lupus"," I have a friend who has just been diagnosed with Lupus, and I know nothing about this disease. The only thing I do know is that this is some sort of skin disease, and my friend shows no skin rashes - in fact, they used a  blood test to determine what had been wrong with an on going sacro- illiac joint problem.  I am finding a hard time finding information on this disease. Could anyone please enlighten me as to the particulars of this disease.  please feel free to E-mail me at  bytor@cruzio.santa-cruz.ca.us  Thanks in advance. NA NA NA NA NA NA NA"
med," bbesler@ouchem.chem.oakland.edu (Brent H. Besler)"," Is an oral form of Imitrex(sumatriptan) available in CA","Sumatriptan(Imitrex) just became available in the US in a subcutaneous injectable form.  Is there an oral form available in CA?  A friend(yes really not me!)  has severe migranes about 2-3 times per week.  We live right by the CA border and he has gotten drugs for GERD prescribed by a US physician and filled in a CA pharmacy, but not yet FDA approved in the US.  What would be the cost of the oral form in CA$ also if anyone would have that info?      Thanks NA NA NA NA NA NA NA NA"
med," jmetz@austin.ibm.com ()"," Re: Twitching eye?","   I had this one time.  I attributed it to a lack of sleep since it disappeared after a few nights of good zzz's.  NA NA NA NA NA NA"
med," vida@mdavcr.mda.ca (Vida Morkunas)"," Inner Ear Problems from Too Much Flying?","Can one develop inner-ear problems from too much flying?  I hear that pilots and steward/esses have a limit as to the maximum number of flying hours -- what are these limits?  What are the main problems associated with too many long-haul (over 4 hours) trips?  Frequent Flyer. NA NA NA NA NA"
med," rjb3@cbnewsk.cb.att.com (robert.j.brown)"," Re: Human breast-feeding : Myths or reality ?","In article <C4vHwo.HLt@tripos.com>, homer@tripos.com (Webster Homer) writes: > rjasoar@vnet.IBM.COM (Robert J. Alexander MD) writes: >  > I have an additional question. How long should a mother breast feed her > child? A friend of mine is still nursing her two year old. Is this beneficial? > Her ex-husband is trying to use her coninued nursing of a two year old as >  proof  of her being unfit to be a mother. What studies have been done > on breast feeding past a year etc... upon the psychological health of the > child?  >  >  > Web Homer >   My wife breast-fed my three boys 12 months, 16 months, and 29 months respectively and they are 18, 16, and 10 years old respectively.  So far everybody seems fairly normal.  I noticed a negative correlation with ear infections and length of time nursed in my very small sample. I do notice that the 16 and 18 year old seem to eat a lot, could that be from the breast feeding :-)  ?  I don't understand the  unfit mother  charge other than any tactic is not too low down for some folks during divorce/child custody battles.  Most of the developing nations practice breast feeding to 3 and 4 years old.  Are they screwed up because of it ?  Would they be much better off if they could use cow's milk or commercial formula ?  Doctors ?  Bobby - akgua!rjb    NA NA NA NA NA NA"
